date,time,A_B,A_C,A_D,B_A,B_C,B_D,C_A,C_B,C_D,D_A,D_B,D_C
0013-07-21,1,0.8125,0.277777777777778,0.91304347826087,0.0625,0.4375,1,1,0.125,0.9375,0.347826086956522,0.95,0.3125
0014-07-21,2,0.0625,0.333333333333333,0.956521739130435,0.4375,0.6875,0.05,0.0555555555555556,0.75,0.1875,0.304347826086957,0.55,0.625
0015-07-21,3,0.25,0.333333333333333,0.0869565217391304,0.0625,0.4375,0.35,0.0555555555555556,0.0625,0.625,0.217391304347826,0.65,0.875
0016-07-21,4,0.125,0.611111111111111,1,0.5,0.25,0.5,0.111111111111111,0.125,0.875,0.826086956521739,0.25,0.125
0017-07-21,5,0.9375,0.333333333333333,0.347826086956522,0.0625,0.125,0.45,0.222222222222222,0.9375,0.0625,0.608695652173913,0.8,0.0625
0018-07-21,6,0.125,0.5,0.608695652173913,0.5,0.6875,0.55,0.444444444444444,0.3125,0,0.782608695652174,0.1,0.375
0019-07-21,7,0.4375,0.611111111111111,1,0.875,0,0.2,0.277777777777778,0.875,0.4375,0.956521739130435,0.15,0.625
0020-07-21,8,0.3125,0.944444444444444,0.608695652173913,0.25,0.5,0.05,0.166666666666667,0.3125,0.3125,0.652173913043478,0.9,0.375
0021-07-21,9,0,0.666666666666667,0.217391304347826,0,0.625,0.55,0,1,0.6875,0.91304347826087,0.4,0.375
0022-07-21,10,0.875,0.888888888888889,0.217391304347826,0.9375,0.875,0.3,0.611111111111111,0.4375,0.625,0.739130434782609,0.45,0.1875
0023-07-21,11,0.625,0.5,0.260869565217391,0.125,1,0.65,0,0.125,1,0.782608695652174,0.95,0.9375
0024-07-21,12,0.125,0.611111111111111,0.869565217391304,0.375,0.375,0.9,0.777777777777778,0.125,0.5625,0.652173913043478,1,0.1875
0025-07-21,13,0.6875,0,0.739130434782609,0.75,0.75,0.75,0.833333333333333,0.75,0.8125,0.782608695652174,0.3,0.4375
0026-07-21,14,0.8125,0.5,0,0.1875,0,0.75,0.722222222222222,0.9375,0.625,0.391304347826087,0.15,0.375
0027-07-21,15,0.1875,0.722222222222222,0.652173913043478,0.1875,0.25,0,0.5,0.625,0.75,0.0434782608695652,0.95,0.375
0028-07-21,16,0.25,0.555555555555556,0.956521739130435,0.375,0.6875,0.75,0.944444444444444,0.0625,0.25,0.478260869565217,0.15,0.875
0029-07-21,17,0.25,1,1,0.75,0.25,1,0.333333333333333,0.6875,0.625,0.347826086956522,0.95,0.3125
0030-07-21,18,0.6875,0.444444444444444,0.434782608695652,0.8125,0.375,0.65,0.111111111111111,1,0,0,0.55,0.5
0031-07-21,19,0.3125,0.388888888888889,0.391304347826087,0.6875,0.875,0.75,0.277777777777778,0.125,0.4375,0.91304347826087,0.7,0
0001-08-21,20,0.125,0.0555555555555556,0.521739130434783,0.1875,0.3125,0.85,0.611111111111111,0,0.5,0.347826086956522,0.95,0.75
0002-08-21,21,0.6875,0.611111111111111,0.434782608695652,0.125,0,0.45,0.722222222222222,0.8125,0.8125,1,0.35,0.3125
0003-08-21,22,0.875,0.0555555555555556,0.782608695652174,0.875,0.4375,0.1,0.611111111111111,1,1,0.260869565217391,0.1,0.75
0004-08-21,23,0.6875,0.277777777777778,0.304347826086957,0.5625,0,0.35,0.833333333333333,0.9375,0.5,0.130434782608696,0.25,0.625
0005-08-21,0,0.5,0.0555555555555556,0.826086956521739,0.9375,0.125,0.65,0.388888888888889,0.875,0.3125,0.956521739130435,0.65,0.0625
0006-08-21,1,0.5,0.277777777777778,0.826086956521739,0.25,0.1875,0.4,0.5,0.3125,0.0625,0.478260869565217,0.7,0.4375
0007-08-21,2,0.1875,0.888888888888889,0.260869565217391,0.125,0.75,0.5,0.555555555555556,0.75,1,0.304347826086957,0,0.8125
0008-08-21,3,0.75,0.277777777777778,0.782608695652174,0.5,0.625,0.1,0.777777777777778,0.0625,0.75,0.434782608695652,0.25,0.6875
0009-08-21,4,0.1875,0.111111111111111,0.91304347826087,0.5625,0.9375,0.25,0,0.5,0.5625,0.304347826086957,0.4,0
0010-08-21,5,0.125,0.888888888888889,0.608695652173913,0.5,0.75,0.95,0.111111111111111,0.875,0.75,0.478260869565217,1,0.8125
0011-08-21,6,0.375,0,0.391304347826087,0,0.875,0.3,0.277777777777778,0.125,0.75,0.521739130434783,0.4,0.0625
0012-08-21,7,0.5,0.777777777777778,0.173913043478261,0.3125,0.9375,0.2,0.444444444444444,0.8125,0.125,0.0869565217391304,0.85,0.5625
0013-08-21,8,0.1875,0.0555555555555556,0.869565217391304,0.125,0.3125,0.8,0.444444444444444,0.8125,0.6875,0.0869565217391304,0.55,0.875
0014-08-21,9,0.5,0.944444444444444,0.173913043478261,0.25,0.4375,0.1,0.944444444444444,0.625,0.5625,0,0.7,0.125
0015-08-21,10,0.125,0.388888888888889,0.0869565217391304,0.8125,0.5,0.85,1,0.25,0.75,0.478260869565217,0.7,0.5625
0016-08-21,11,0.1875,0.777777777777778,0.304347826086957,0.6875,0.375,0.5,0.222222222222222,0.4375,0.875,0.91304347826087,0.15,0.9375
0017-08-21,12,1,0.222222222222222,0.91304347826087,0.875,0.125,0.85,0.611111111111111,0.6875,0.1875,0.826086956521739,0.45,0.875
0018-08-21,13,0.25,0.555555555555556,0.217391304347826,1,0.9375,0.9,0.666666666666667,0.875,0.625,0.826086956521739,0.05,0.4375
0019-08-21,14,0.875,0.5,0.478260869565217,0,0.625,0.85,0.111111111111111,0.875,0.5,0.347826086956522,0.95,0.1875
0020-08-21,15,0.6875,0.333333333333333,0.608695652173913,0,0.125,0.45,0.888888888888889,0.25,0.4375,0.91304347826087,0.65,0.6875
0021-08-21,16,0.9375,0.777777777777778,0.260869565217391,0.9375,0.6875,0.1,0.333333333333333,0.75,0.5625,0.782608695652174,0.2,0.125
0022-08-21,17,0.625,0.833333333333333,0.434782608695652,0.5625,0.625,0.05,0.833333333333333,0.8125,0.375,0.652173913043478,0.05,0.3125
0023-08-21,18,0.8125,0.777777777777778,0.391304347826087,0.5625,0.4375,0.35,0.555555555555556,0.4375,0.875,0.434782608695652,0.15,0
0024-08-21,19,0.5,0.5,0.739130434782609,0,0.5625,0.75,0.277777777777778,0.4375,0.3125,0.869565217391304,0.6,0.625
0025-08-21,20,0.1875,0.111111111111111,0.434782608695652,0.5625,0.8125,0.75,0.111111111111111,0.0625,0.8125,0.869565217391304,0.5,0.8125
0026-08-21,21,0.875,0.722222222222222,0.304347826086957,0.9375,0.6875,0.3,0.166666666666667,0.5625,0.375,0.304347826086957,0.25,0.1875
0027-08-21,22,0.3125,0.444444444444444,0.304347826086957,0.5,0.75,0.55,0.555555555555556,0.5,0.1875,0.0869565217391304,0.45,0.9375
0028-08-21,23,0.4375,0.611111111111111,0.91304347826087,0.5625,0,0.35,0.166666666666667,0.9375,0.5625,0.130434782608696,0.9,0.5625
0029-08-21,0,0.4375,0.555555555555556,0.173913043478261,0.625,0.0625,0.05,0.5,0.75,0.625,0.0869565217391304,0.45,0.875
0030-08-21,1,0.625,0.111111111111111,1,0.125,0.4375,0.35,0.166666666666667,0.0625,0.6875,0.0434782608695652,0.05,0.1875
0031-08-21,2,0.8125,0.388888888888889,0.565217391304348,0.6875,0.375,0.9,0.666666666666667,0.9375,0.8125,0.739130434782609,0.35,0.125
0001-09-21,3,0.5625,0.5,0,0.6875,0.6875,0.2,0.777777777777778,0.3125,0.5625,1,0.4,0.375
0002-09-21,4,0.6875,0.111111111111111,0.260869565217391,1,0,0,0.666666666666667,0.4375,1,0.652173913043478,0.8,1
0003-09-21,5,0.1875,0.222222222222222,0.521739130434783,0.6875,0.375,0,1,0.1875,0.0625,0.91304347826087,0.6,0.0625
0004-09-21,6,0.4375,0.444444444444444,0.0869565217391304,0.8125,1,1,0.777777777777778,0.25,0.5625,0.0434782608695652,0.2,1
0005-09-21,7,0.25,0,0.304347826086957,0.25,0.0625,0.45,0.444444444444444,0.0625,0.5625,0.173913043478261,0.95,0.875
0006-09-21,8,0.375,0.5,0.347826086956522,0.25,1,0.9,0.222222222222222,0.6875,0.75,0.0869565217391304,0.55,0.3125
0007-09-21,9,0.3125,0.777777777777778,0.826086956521739,0.6875,0.1875,0.55,0.611111111111111,0.375,0.8125,0.91304347826087,0.5,0.8125
0008-09-21,10,0.5,0.444444444444444,0.521739130434783,0.5,0.4375,0.2,0.611111111111111,0.4375,0.1875,0.565217391304348,0.9,0.8125
0009-09-21,11,0.5625,0.277777777777778,0.217391304347826,0.375,0.8125,0.05,0.888888888888889,0.8125,1,0.173913043478261,0.95,0.9375
0010-09-21,12,0.75,0.944444444444444,0.782608695652174,0.25,0.5,0.9,0.722222222222222,0.875,0.8125,0.652173913043478,0.15,0.25
0011-09-21,13,0.4375,0.944444444444444,0.391304347826087,1,0.5,0.7,0.944444444444444,0.375,0.25,0.434782608695652,0.35,1
0012-09-21,14,0.75,0.0555555555555556,0.0434782608695652,0.8125,0.375,0.8,0.166666666666667,0.9375,0.6875,0.782608695652174,0.85,0.75
0013-09-21,15,0,0.166666666666667,0.304347826086957,0.1875,0.125,0.15,0.444444444444444,0.5,0.6875,0.347826086956522,0.25,0.875
0014-09-21,16,0.4375,0.0555555555555556,0.391304347826087,1,0.375,0.45,1,0.75,0.375,0.782608695652174,0.55,0
0015-09-21,17,0.0625,0.388888888888889,0.521739130434783,0.5,0.1875,0.9,0.444444444444444,0.5625,0.3125,0.565217391304348,0.5,0.9375
0016-09-21,18,0.5625,0.722222222222222,0.304347826086957,0.125,0.9375,0.35,0.388888888888889,0,0.625,0.739130434782609,0.8,0.8125
0017-09-21,19,1,0.944444444444444,0.695652173913043,0.6875,0.4375,0.65,0.555555555555556,0.875,0.5625,0.434782608695652,0.8,0
0018-09-21,20,0.6875,0.388888888888889,0.565217391304348,0.5,0.3125,0.8,0.0555555555555556,0.0625,0.6875,0.260869565217391,0.85,0.1875
0019-09-21,21,0.625,0.722222222222222,0.304347826086957,0.25,0.9375,0.15,0.388888888888889,0.4375,0.9375,0.652173913043478,0.25,0.25
0020-09-21,22,0.375,0.944444444444444,0.217391304347826,0.5,0.4375,0.55,0,0.0625,0.25,0.391304347826087,0.8,0.8125
0021-09-21,23,0.0625,0.166666666666667,0.347826086956522,0.9375,0.375,0.4,1,0.1875,0.4375,0.608695652173913,0.5,0.0625
0022-09-21,0,0,0.722222222222222,0.130434782608696,0.375,0.6875,0.75,0.333333333333333,0.9375,0.875,0.391304347826087,0.35,0.625
0023-09-21,1,0.6875,0.166666666666667,0.130434782608696,0.875,0.375,0.05,0.611111111111111,0.8125,0.6875,1,0.4,0.25
0024-09-21,2,0.1875,0.777777777777778,0.391304347826087,0,0.5625,0.95,0.444444444444444,0.1875,0,0.347826086956522,0.5,0.9375
0025-09-21,3,0.1875,1,0.521739130434783,0,0.5,0.3,0,0.875,0.375,0.217391304347826,0.4,0.0625
0026-09-21,4,0.9375,0,0.347826086956522,0.625,0.8125,0.55,0.944444444444444,0,0.125,0.304347826086957,1,1
0027-09-21,5,0.25,0.444444444444444,0,0.875,0.25,0.35,0.277777777777778,0.6875,0.0625,0.173913043478261,0.1,0.5625
0028-09-21,6,0.1875,0.5,0.217391304347826,0.125,0.3125,0.45,0.333333333333333,0.75,0.9375,0.652173913043478,0.35,0.25
0029-09-21,7,0.8125,0.444444444444444,0.217391304347826,0.5625,0.125,0.7,0.555555555555556,0.5625,0.25,0.130434782608696,0.95,0.1875
0030-09-21,8,0.0625,0.166666666666667,0.304347826086957,0.25,0.3125,0.25,0.111111111111111,0.3125,0.8125,0.0869565217391304,0.5,0.9375
0001-10-21,9,0.125,0.388888888888889,0.130434782608696,1,0.0625,0.9,0.555555555555556,0.5,0.875,0.652173913043478,0.55,0.0625
0002-10-21,10,0.625,0.888888888888889,0.826086956521739,0.75,0.125,0.1,0,0.1875,0,1,0.35,0.0625
0003-10-21,11,0,0.5,0.521739130434783,0,0.25,0.65,0.277777777777778,0.4375,1,0.217391304347826,0.45,0
0004-10-21,12,0.0625,0.166666666666667,0.391304347826087,1,0.4375,0.75,0.833333333333333,0.625,0.875,0.956521739130435,0.2,0.125
0005-10-21,13,0.5625,0.833333333333333,0.652173913043478,0.875,0.875,0.05,0.722222222222222,0.25,0.1875,0.391304347826087,0.1,0.8125
0006-10-21,14,0.25,0.111111111111111,0.130434782608696,0.25,0,0.2,0.277777777777778,0.5,0.125,0.826086956521739,0.6,0.875
0007-10-21,15,0.6875,0.666666666666667,0.956521739130435,0.5625,0.9375,0.15,0.611111111111111,0.875,0.375,0.260869565217391,1,0.625
0008-10-21,16,0.5625,0.611111111111111,0.652173913043478,0.125,0.0625,0.95,0.777777777777778,0.6875,0.25,0.347826086956522,0.35,0.4375
0009-10-21,17,0.6875,0.888888888888889,0.652173913043478,0.8125,1,0.2,0.777777777777778,0.4375,0.75,0.304347826086957,0.85,0.375
0010-10-21,18,0.25,0.722222222222222,0.0434782608695652,0.6875,0.9375,0.05,0.722222222222222,0.3125,0.75,0.608695652173913,0.55,0.4375
0011-10-21,19,0.6875,0.555555555555556,0,1,0.3125,0.05,0.277777777777778,0.25,0.0625,0.434782608695652,0.7,1
0012-10-21,20,0.3125,0.611111111111111,0.565217391304348,0.75,0.3125,0.35,0.333333333333333,0.625,0.4375,0.434782608695652,0.2,0.5
0013-10-21,21,0.1875,0.944444444444444,0.478260869565217,1,0.9375,0.1,0.277777777777778,0.3125,0.0625,0.0869565217391304,0.4,1
0014-10-21,22,0.8125,0.611111111111111,0.0869565217391304,0.3125,0.375,0.8,0.666666666666667,1,0.75,0.956521739130435,0.4,0.75
0015-10-21,23,0.0625,0.277777777777778,0.739130434782609,0.3125,0.75,0.85,0.833333333333333,0.1875,0.3125,0.521739130434783,0.8,0.875
0016-10-21,0,0.6875,0.222222222222222,1,0.375,0,0.15,0.833333333333333,0.9375,0.0625,0.130434782608696,0.25,0.6875
0017-10-21,1,0.625,0.833333333333333,0.521739130434783,0.5,1,1,0.277777777777778,0.625,0.875,0.521739130434783,1,0.4375
0018-10-21,2,0.6875,0.166666666666667,0.0434782608695652,0,0.25,0.4,1,1,1,0.347826086956522,0.2,0.875
0019-10-21,3,0.9375,0.222222222222222,0.217391304347826,0.875,0.1875,0.8,0.611111111111111,0.0625,0.8125,0.173913043478261,0.65,0.25
0020-10-21,4,0.5,0.944444444444444,0.391304347826087,0.3125,0.5625,0.7,0.111111111111111,0.5625,0.5625,0.391304347826087,0.8,0.125
0021-10-21,5,0.25,0.0555555555555556,0.695652173913043,0.1875,0.375,0.05,0.666666666666667,0.5625,0.5625,0.478260869565217,0.25,0.25
0022-10-21,6,0.5,0.555555555555556,0.0434782608695652,0.9375,0.0625,0.75,0.222222222222222,0.375,0.0625,0.695652173913043,0.25,0.9375
0023-10-21,7,0.625,1,0.695652173913043,0.9375,0.375,0.35,0.611111111111111,0.875,0.4375,0.173913043478261,0.15,0.75
0024-10-21,8,0,0.888888888888889,0.521739130434783,0.4375,0.8125,0.1,0.611111111111111,0,0.25,0.347826086956522,0.45,1
0025-10-21,9,0.5,0.166666666666667,0.304347826086957,0.5625,0.8125,0.35,0.833333333333333,0.1875,0.6875,0.391304347826087,0.05,0.25
0026-10-21,10,1,0.277777777777778,0.217391304347826,0.5,0.0625,0.85,0.555555555555556,0.875,0.8125,0.478260869565217,0.55,1
0027-10-21,11,0.125,0,0.391304347826087,0.1875,0.8125,0.45,0.666666666666667,0.5,0.25,0.565217391304348,0.7,0
0028-10-21,12,0,0,0.130434782608696,0.75,0.6875,0,0.555555555555556,0.75,0.9375,0.478260869565217,0.65,0.75
0029-10-21,13,0.25,0.222222222222222,0.304347826086957,0.8125,0.875,0.85,0.888888888888889,0.75,0,0.521739130434783,0.75,0.75
0030-10-21,14,0.3125,0.0555555555555556,0.391304347826087,0.875,0.5,0.2,0.666666666666667,0.125,0.3125,0.217391304347826,0.05,1
0031-10-21,15,0.4375,0.555555555555556,0.608695652173913,0.6875,0.3125,0.7,0.833333333333333,0.375,0.4375,0.565217391304348,0.7,0.6875
0001-11-21,16,0.875,0.444444444444444,0.434782608695652,0.125,0.875,0.75,0.444444444444444,1,0.0625,0.478260869565217,0.9,0.8125
0002-11-21,17,0.875,0.777777777777778,0.173913043478261,0.875,0.0625,0.45,0.388888888888889,0.5625,0.3125,0.478260869565217,0,0.125
0003-11-21,18,1,1,0.217391304347826,0.9375,0.8125,0.95,0.5,0.6875,0.6875,0.869565217391304,0.25,0.125
0004-11-21,19,0.125,0.111111111111111,0,0.5625,0.375,0.8,0.166666666666667,0,0.625,1,0.95,0.5
0005-11-21,20,0.3125,0,0.173913043478261,0.125,0.5625,0.9,0.166666666666667,0.9375,0.3125,0.260869565217391,0.8,0.1875
0006-11-21,21,0.5,0.111111111111111,0.521739130434783,0.75,0.1875,0.9,0.444444444444444,0.5625,0.1875,0.0869565217391304,0.8,0.1875
0007-11-21,22,0.875,0.722222222222222,0.739130434782609,0.0625,0.5,0.6,0.722222222222222,0.8125,0.0625,0.956521739130435,1,0.9375
0008-11-21,23,1,0.611111111111111,0.782608695652174,0.25,0,0.9,0.555555555555556,0.25,0.3125,0,0.85,0.375
0009-11-21,0,0.25,0.444444444444444,0.956521739130435,0.375,0.6875,0.05,0.0555555555555556,0.3125,0.25,0.304347826086957,1,0.625
0010-11-21,1,0.9375,0.111111111111111,0.434782608695652,0.625,0.9375,1,0.722222222222222,0.875,0,0.91304347826087,0.8,0.6875
0011-11-21,2,0.25,0.111111111111111,0.0434782608695652,0.625,0.8125,0.55,0.5,0.4375,0.3125,0.347826086956522,0.7,0.75
0012-11-21,3,0.6875,0.444444444444444,0.0869565217391304,0.9375,0.6875,1,0.611111111111111,0.875,0.375,0.826086956521739,0.1,1
0013-11-21,4,0.25,0.888888888888889,0.91304347826087,0.1875,0.625,0.4,0.944444444444444,0.5,0.125,0.521739130434783,0.25,0.3125
0014-11-21,5,0.6875,0.222222222222222,0.304347826086957,0.3125,0.75,0.45,0.833333333333333,0.0625,0.75,0.521739130434783,0,0.9375
0015-11-21,6,0.6875,0.111111111111111,0.173913043478261,0.0625,1,0,0.611111111111111,0.5,0.875,0.130434782608696,0.05,0.4375
0016-11-21,7,0.75,0.5,0.739130434782609,0.9375,0.25,0.05,0.833333333333333,0.5625,0.9375,0.695652173913043,0.5,0.8125
0017-11-21,8,0.1875,0.388888888888889,0.739130434782609,1,0.1875,0.8,0.777777777777778,0.625,0.875,0.565217391304348,0.8,0.75
0018-11-21,9,0.125,0.0555555555555556,0.869565217391304,1,0.4375,1,0.944444444444444,0.25,0.3125,0.130434782608696,0.95,0.1875
0019-11-21,10,0.9375,0.277777777777778,0.565217391304348,0.4375,0.625,0.75,0.277777777777778,0.1875,0.6875,0.782608695652174,0.95,0.125
0020-11-21,11,0.1875,0.666666666666667,0.0434782608695652,0.6875,0.4375,0.9,0.722222222222222,0.6875,0.5625,0.130434782608696,0.2,0.75
0021-11-21,12,0.5625,0.444444444444444,0.782608695652174,0.5,0.0625,0.4,0.388888888888889,0.9375,0.9375,0,0.55,0.0625
0022-11-21,13,1,0.722222222222222,0.217391304347826,0.25,0.625,0.05,0.888888888888889,0.4375,0.5625,0.826086956521739,0.45,0.0625
0023-11-21,14,0.25,0,0.608695652173913,0.4375,0.125,0.45,0.277777777777778,0.3125,0.5,0.130434782608696,0.65,0.8125
0024-11-21,15,0.75,0.333333333333333,0.565217391304348,0.625,0.125,0.95,0.277777777777778,0.1875,0.5,0,0.3,1
0025-11-21,16,0.25,0.611111111111111,0.608695652173913,0.5,0.5625,0.95,0.388888888888889,0.4375,0.5625,0.173913043478261,0.05,0.9375
0026-11-21,17,0.3125,0.444444444444444,0.260869565217391,0.3125,0.3125,0.65,0,0.5625,0.9375,1,0.85,0.25
0027-11-21,18,0.375,0.5,0.956521739130435,0.125,0.3125,0.9,0.944444444444444,0.375,0.125,1,1,1
0028-11-21,19,0.0625,0.5,0.956521739130435,0.125,0.0625,0.35,1,0.4375,0.375,1,0.85,0.4375
0029-11-21,20,0.75,0.944444444444444,0.869565217391304,0.25,0.3125,0.15,0.444444444444444,0.375,0.5625,0.217391304347826,1,0.9375
0030-11-21,21,0.5,1,0.869565217391304,0.0625,0,0.7,0.222222222222222,0.0625,1,0.739130434782609,0.35,0.9375
0001-12-21,22,1,0.777777777777778,0.91304347826087,0.9375,0.6875,0.5,0.111111111111111,0.875,0.0625,0.260869565217391,0.6,0.625
0002-12-21,23,0,0,1,0.5,0.5,0.65,0.333333333333333,0.375,0.125,0.0434782608695652,0.45,0.5
0003-12-21,0,0.4375,0.944444444444444,0.130434782608696,0.5,0.75,0.9,1,0.6875,0.9375,0.173913043478261,0.25,0.25
0004-12-21,1,1,0.5,0.956521739130435,0.9375,0.0625,0.9,0.833333333333333,0.8125,0.4375,0.869565217391304,0.75,0.75
0005-12-21,2,0.25,0.833333333333333,1,0.375,0,0.2,0.833333333333333,0.0625,0.6875,0.608695652173913,0.75,0.9375
0006-12-21,3,0.625,0.333333333333333,0.260869565217391,0.4375,0.1875,0,0.833333333333333,0.875,0,0.478260869565217,0.25,0.375
0007-12-21,4,1,0.111111111111111,0.782608695652174,0.9375,0.5625,0.6,0.722222222222222,0.1875,0.375,0.565217391304348,0.75,0.8125
0008-12-21,5,0.5625,0.888888888888889,0.0434782608695652,0.875,0.75,0.25,0.611111111111111,0.5,0.4375,0.347826086956522,0.1,0.0625
0009-12-21,6,0.625,0.333333333333333,0.739130434782609,0.6875,1,0.65,0.222222222222222,0.1875,0.9375,0.739130434782609,0.6,0.75
0010-12-21,7,0.3125,0.888888888888889,0.608695652173913,0.4375,0.9375,0.3,0.388888888888889,1,0.625,0.217391304347826,0.55,0.0625
0011-12-21,8,0,0.944444444444444,0.608695652173913,1,0.375,0.4,0.722222222222222,1,0.875,0.869565217391304,0.9,0.8125
0012-12-21,9,0.3125,0.0555555555555556,0.91304347826087,0.125,0.3125,0.2,0.833333333333333,0.8125,0.25,0,0.45,1
0013-12-21,10,0.6875,0.944444444444444,0.478260869565217,0.8125,0.8125,0.6,0.166666666666667,0,0.5625,0.826086956521739,0.45,0.75
0014-12-21,11,0.125,0.111111111111111,1,0.125,0.875,0.3,0.555555555555556,0.875,0.1875,0.782608695652174,0.7,1
0015-12-21,12,0.3125,0.333333333333333,1,0.6875,0.625,0,0.444444444444444,0.875,0.5,0.521739130434783,0,0.875
0016-12-21,13,0.4375,0.388888888888889,0.478260869565217,0.0625,0,0,0,1,0,0.521739130434783,0.6,0.75
0017-12-21,14,0.1875,0.222222222222222,0.956521739130435,0.125,0.4375,0.75,0.611111111111111,0.8125,0.25,0.0434782608695652,0.4,0.75
0018-12-21,15,0.9375,0.722222222222222,0.0434782608695652,0.4375,0,0.45,0.944444444444444,0.25,0.625,0.434782608695652,0.75,0.1875
0019-12-21,16,0.125,0.611111111111111,0.304347826086957,0.6875,0.0625,0.95,0.888888888888889,0.5,0.25,0.304347826086957,0.2,0.1875
0020-12-21,17,0.5,0.833333333333333,0.347826086956522,0.625,0.875,0.1,0.611111111111111,0.5625,0.6875,0.956521739130435,0,0.375
0021-12-21,18,0.875,0.666666666666667,0.521739130434783,0.0625,0.0625,0.75,0.111111111111111,0.25,0.625,0.130434782608696,0.25,0.8125
0022-12-21,19,0.9375,0.611111111111111,1,1,0.6875,0.5,0.222222222222222,1,0.3125,0.304347826086957,0.25,0.1875
0023-12-21,20,0.625,0.111111111111111,0.130434782608696,0.3125,0.5625,0.85,0.333333333333333,0.625,0.25,0.782608695652174,0,0
0024-12-21,21,0.8125,0,0.391304347826087,0.6875,0.25,0.15,0.111111111111111,0.5625,0.625,0,0.65,0.4375
0025-12-21,22,0.5,0.333333333333333,0.391304347826087,0.9375,0.25,0.25,0.777777777777778,0.875,0.25,0.869565217391304,0.4,0.125
0026-12-21,23,0.125,0.111111111111111,0.434782608695652,0.5625,0.9375,0.5,0.111111111111111,0.3125,0.4375,0.782608695652174,1,0.625
0027-12-21,0,0.5625,0.388888888888889,0.260869565217391,0.3125,0,0.5,0.333333333333333,0.875,0.5,0.826086956521739,0.9,0.75
0028-12-21,1,0.875,0.444444444444444,0.782608695652174,0.75,0.8125,0.4,0.666666666666667,0.875,0.6875,0.782608695652174,0.9,1
0029-12-21,2,0.1875,0.388888888888889,0.434782608695652,0.5,0.8125,1,0.611111111111111,0.5625,0.4375,0.478260869565217,0.8,0.75
0030-12-21,3,0.125,0.0555555555555556,0.956521739130435,0.75,0.6875,0.65,0.722222222222222,1,0.625,0.0434782608695652,0.4,0.375
0031-12-21,4,0.0625,0.277777777777778,0.0434782608695652,0.875,0.25,0,0.166666666666667,0.9375,0.9375,0.478260869565217,0.25,0.6875
0001-01-22,5,0.9375,1,0.391304347826087,0.75,0.9375,0.35,0.277777777777778,0.3125,0.0625,0.91304347826087,0.45,0.8125
0002-01-22,6,0.9375,1,0.434782608695652,0.125,0.5,0.55,0.611111111111111,0.375,1,0.782608695652174,0.4,0.875
0003-01-22,7,0.5,0.722222222222222,0.826086956521739,0.4375,0.8125,0.25,0.888888888888889,0.9375,0.5625,0.956521739130435,0.7,0.4375
0004-01-22,8,0.1875,0.555555555555556,0.652173913043478,0,0.1875,0.6,0.555555555555556,0.5,0.0625,0,0.85,0.6875
0005-01-22,9,0.4375,0.666666666666667,0.478260869565217,0.625,0,0.1,0.333333333333333,0.3125,0.3125,0.347826086956522,0.9,0.6875
0006-01-22,10,1,0.0555555555555556,0.304347826086957,0.3125,0.8125,0.8,0.611111111111111,0.5625,0.8125,1,0.3,0.625
0007-01-22,11,0.3125,0.388888888888889,0.173913043478261,0.0625,0,0.15,0.222222222222222,1,1,0.782608695652174,1,1
0008-01-22,12,0.25,0.611111111111111,0.260869565217391,0.5625,0.1875,0.6,0.666666666666667,0.25,0.6875,0.869565217391304,0.45,1
0009-01-22,13,0.5625,0.722222222222222,0.0434782608695652,0.8125,0.25,0,0.555555555555556,0.6875,0.125,0.130434782608696,0.4,0.375
0010-01-22,14,0,0.5,0.608695652173913,0.5,0.0625,0.95,0,0.125,0.0625,0.0434782608695652,0.2,0.8125
0011-01-22,15,0.75,0.777777777777778,0.869565217391304,0.8125,0.375,0.95,0.888888888888889,0.625,0.5,0.782608695652174,0.65,0.375
0012-01-22,16,0.0625,0.444444444444444,0.434782608695652,0.25,0.3125,0.15,0.166666666666667,0,0.3125,0.91304347826087,0.95,0.3125
0013-01-22,17,0.125,0,0.826086956521739,0,0.8125,0.3,0.166666666666667,0.375,0.125,0.782608695652174,0.75,0.5625
0014-01-22,18,0.5,0.722222222222222,0.826086956521739,1,0.625,0.2,0.277777777777778,0.375,0.5625,0.434782608695652,0.8,0.75
0015-01-22,19,1,0.388888888888889,0.739130434782609,0.875,0.625,0.15,0.444444444444444,0.75,0.4375,0.347826086956522,0.2,0.3125
0016-01-22,20,0.1875,0.666666666666667,0.434782608695652,0.5625,0.8125,0.95,0.666666666666667,0,0.1875,0.391304347826087,0.1,0.875
0017-01-22,21,0.75,0.222222222222222,0.130434782608696,0.5625,0.375,0.1,0.222222222222222,1,0.6875,0.869565217391304,0.65,0.375
0018-01-22,22,0.875,0.666666666666667,0.869565217391304,0.375,0.4375,0.9,0.666666666666667,0.75,1,0.478260869565217,0.4,0.25
0019-01-22,23,0.3125,0,0.826086956521739,0.5625,0.5,0.6,0.0555555555555556,0.8125,0,0.478260869565217,0.7,0.3125
0020-01-22,0,0.75,0.611111111111111,0.956521739130435,0.5625,0.8125,0.05,0.5,0.3125,0.375,0.91304347826087,0.55,0.0625
0021-01-22,1,0.625,0.833333333333333,0.782608695652174,0.9375,0.375,0.35,0.444444444444444,0.75,0.125,0.956521739130435,0.85,0.0625
0022-01-22,2,0.1875,1,0.739130434782609,0.0625,0.5,0.4,0.888888888888889,0.8125,0.1875,0,0.15,0.5625
